"type","name","intermediary_order","intermediary_id","project_id"
1,"海通证券股份有限公司",1,"0_1035","1051"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1051"
3,"北京金诚同达律师事务所",1,"10015","1051"
4,"上海东洲资产评估有限公司",1,"30038","1051"
1,"中信证券股份有限公司",1,"0_1096","967"
2,"毕马威华振会计师事务所（特殊普通合伙）",1,"20006","967"
3,"北京德恒律师事务所",1,"10003","967"
1,"国金证券股份有限公司",1,"0_1028","1049"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1049"
3,"上海市锦天城律师事务所",1,"10004","1182"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","1305"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","1260"
3,"北京市中伦律师事务所",1,"10006","1212"
1,"海通证券股份有限公司",1,"0_1035","895"
2,"上会会计师事务所（特殊普通合伙）",1,"20021","895"
3,"上海市锦天城律师事务所",1,"10004","895"
4,"上海财瑞资产评估有限公司",1,"30037","895"
1,"海通证券股份有限公司",1,"0_1035","1065"
2,"安永华明会计师事务所（特殊普通合伙）",1,"20001","1065"
3,"北京市金杜律师事务所",1,"10009","1065"
4,"北京中锋资产评估有限责任公司",1,"30011","1065"
1,"华泰联合证券有限责任公司",1,"0_1047","994"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","994"
3,"北京世辉律师事务所",1,"11183","994"
4,"江苏中企华中天资产评估有限公司",1,"30030","1302"
3,"上海市锦天城律师事务所",1,"10004","1305"
4,"沃克森（北京）国际资产评估有限公司",1,"30051","1305"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1298"
2,"信永中和会计师事务所（特殊普通合伙）",1,"20027","1299"
1,"国泰君安证券股份有限公司",1,"0_1032","1288"
2,"致同会计师事务所（特殊普通合伙）",1,"20029","1288"
3,"北京市通商律师事务所",1,"10030","1288"
3,"北京市天元律师事务所",1,"10014","1295"
4,"中水致远资产评估有限公司",1,"30063","1295"
1,"民生证券股份有限公司",1,"0_1058","1291"
4,"坤元资产评估有限公司",1,"30032","1212"
1,"中信证券股份有限公司",1,"0_1096","1295"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1295"
3,"北京国枫律师事务所",1,"10008","1298"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1302"
3,"北京市金杜律师事务所",1,"10009","1302"
3,"北京德恒律师事务所",1,"10003","1260"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1291"
1,"海通证券股份有限公司",1,"0_1035","1305"
1,"中信证券股份有限公司",1,"0_1096","792"
2,"毕马威华振会计师事务所（特殊普通合伙）",1,"20006","792"
3,"北京市嘉源律师事务所",1,"10032","792"
4,"北京中企华资产评估有限责任公司",1,"30015","792"
1,"中国国际金融股份有限公司",1,"0_1087","1018"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1018"
3,"上海市通力律师事务所",1,"10038","1018"
4,"银信资产评估有限公司",1,"30054","1018"
4,"银信资产评估有限公司",1,"30054","1056"
1,"安信证券股份有限公司",1,"0_1002","1298"
3,"广东华商律师事务所",1,"10013","1291"
1,"东方证券承销保荐有限公司",1,"0_1016","1037"
2,"永拓会计师事务所（特殊普通合伙）",1,"20004","1037"
3,"北京植德律师事务所",1,"11437","1037"
4,"北京中同华资产评估有限公司",1,"30019","1037"
1,"海通证券股份有限公司",1,"0_1035","1212"
2,"中汇会计师事务所（特殊普通合伙）",1,"20030","1212"
1,"中信证券股份有限公司",1,"0_1096","1260"
1,"中信证券股份有限公司",1,"0_1096","1302"
1,"东方证券承销保荐有限公司",1,"0_1016","1299"
3,"北京市君合律师事务所",1,"10020","1299"
4,"中京民信（北京）资产评估有限公司",1,"30059","1299"
4,"沃克森（北京）国际资产评估有限公司",1,"30051","1260"
1,"国元证券股份有限公司",1,"0_1034","1039"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1039"
3,"北京国枫律师事务所",1,"10008","1039"
4,"中水致远资产评估有限公司",1,"30063","1039"
1,"中信证券股份有限公司",1,"0_1096","1116"
1,"中国国际金融股份有限公司",2,"0_1087","1116"
3,"北京德恒律师事务所",1,"10003","1088"
4,"银信资产评估有限公司",1,"30054","1088"
4,"国众联资产评估土地房地产估价有限公司",1,"30026","1291"
2,"毕马威华振会计师事务所（特殊普通合伙）",1,"20006","1088"
1,"海通证券股份有限公司",1,"0_1035","1296"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1296"
3,"上海国瓴律师事务所",1,"11438","1296"
4,"银信资产评估有限公司",1,"30054","1296"
1,"中信建投证券股份有限公司",1,"0_1095","1199"
2,"致同会计师事务所（特殊普通合伙）",1,"20029","1199"
3,"北京市康达律师事务所",1,"10011","1199"
1,"国泰君安证券股份有限公司",1,"0_1032","1072"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","1072"
3,"北京市君合律师事务所",1,"10020","1072"
4,"中联资产评估集团有限公司",1,"30060","1072"
1,"国金证券股份有限公司",1,"0_1028","1293"
4,"北京中同华资产评估有限公司",1,"30019","1199"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1293"
3,"北京市大成律师事务所",1,"10001","1293"
4,"北京中同华资产评估有限公司",1,"30019","1293"
1,"兴业证券股份有限公司",1,"0_1081","1301"
3,"国浩律师（杭州）事务所",1,"11419","1301"
4,"坤元资产评估有限公司",1,"30032","1301"
1,"兴业证券股份有限公司",1,"0_1081","1286"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","1286"
3,"北京国枫律师事务所",1,"10008","1286"
4,"中铭国际资产评估（北京）有限责任公司",1,"30061","1286"
1,"申万宏源证券承销保荐有限责任公司",1,"0_1066","1275"
1,"国泰君安证券股份有限公司",1,"0_1032","1272"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","1275"
3,"上海市锦天城律师事务所",1,"10004","1275"
4,"四川天健华衡资产评估有限公司",1,"30044","1275"
4,"银信资产评估有限公司",2,"30054","1275"
2,"普华永道中天会计师事务所（特殊普通合伙）",1,"20018","1116"
3,"上海市通力律师事务所",1,"10038","1116"
4,"上海东洲资产评估有限公司",1,"30038","1116"
1,"中信证券股份有限公司",1,"0_1096","1055"
2,"中天运会计师事务所（特殊普通合伙）",1,"20035","1055"
3,"北京观韬中茂律师事务所",1,"10028","1055"
4,"北京中天华资产评估有限责任公司",1,"30018","1055"
1,"中国国际金融股份有限公司",1,"0_1087","1093"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1093"
3,"北京金杜（成都）律师事务所",1,"11430","1093"
4,"中联资产评估集团有限公司",1,"30060","1093"
1,"华泰联合证券有限责任公司",1,"0_1047","1008"
2,"德勤华永会计师事务所（特殊普通合伙）",1,"20009","1008"
3,"上海市锦天城律师事务所",1,"10004","1008"
1,"中国国际金融股份有限公司",1,"0_1087","1078"
2,"信永中和会计师事务所（特殊普通合伙）",1,"20027","1078"
3,"北京金杜（成都）律师事务所",1,"11430","1078"
4,"上海立信资产评估有限公司",1,"30039","1078"
3,"北京市康达律师事务所",1,"10011","1267"
1,"西部证券股份有限公司",1,"0_1075","1183"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1183"
3,"湖南启元律师事务所",1,"10018","1183"
4,"沃克森（北京）国际资产评估有限公司",1,"30051","1183"
1,"东兴证券股份有限公司",1,"0_1019","1269"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1269"
3,"北京市金杜律师事务所",1,"10009","1269"
1,"国泰君安证券股份有限公司",1,"0_1032","1270"
1,"中信建投证券股份有限公司",1,"0_1095","1189"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1270"
3,"浙江天册律师事务所",1,"10017","1270"
4,"坤元资产评估有限公司",1,"30032","1270"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","1189"
3,"北京市嘉源律师事务所",1,"10032","1189"
4,"北京卓信大华资产评估有限公司",1,"30020","1189"
1,"东方证券承销保荐有限公司",1,"0_1016","1227"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1227"
1,"第一创业证券承销保荐有限责任公司",1,"0_1014","1208"
1,"海通证券股份有限公司",1,"0_1035","1047"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1047"
3,"安徽天禾律师事务所",1,"10019","1047"
4,"坤元资产评估有限公司",1,"30032","1047"
1,"国信证券股份有限公司",1,"0_1033","934"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","934"
3,"北京观韬中茂律师事务所",1,"10028","934"
4,"深圳市鹏信资产评估土地房地产估价有限公司",1,"30043","934"
1,"中信建投证券股份有限公司",1,"0_1095","1052"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1052"
3,"北京国枫律师事务所",1,"10008","1052"
4,"万隆（上海）资产评估有限公司",1,"30071","1052"
1,"国泰君安证券股份有限公司",1,"0_1032","1032"
2,"公证天业会计师事务所（特殊普通合伙）",1,"20041","1032"
3,"江苏世纪同仁律师事务所",1,"313200007205822566","1032"
4,"江苏中企华中天资产评估有限公司",1,"30030","1032"
1,"南京证券股份有限公司",1,"0_1060","950"
2,"天衡会计师事务所（特殊普通合伙）",1,"20023","950"
3,"北京市中伦律师事务所",1,"10006","950"
4,"北京天健兴业资产评估有限公司",1,"30007","950"
1,"中国国际金融股份有限公司",1,"0_1087","1045"
2,"普华永道中天会计师事务所（特殊普通合伙）",1,"20018","1045"
3,"北京市嘉源律师事务所",1,"10032","1045"
4,"沃克森（北京）国际资产评估有限公司",1,"30051","1045"
1,"海通证券股份有限公司",1,"0_1035","1041"
3,"北京德恒律师事务所",1,"10003","1091"
4,"坤元资产评估有限公司",1,"30032","1091"
1,"长江证券承销保荐有限公司",1,"0_1009","1086"
1,"财信证券股份有限公司",1,"0_1005","1187"
3,"湖南启元律师事务所",1,"10018","1187"
3,"北京德恒律师事务所",1,"10003","1227"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","1086"
1,"国泰君安证券股份有限公司",1,"0_1032","1193"
2,"信永中和会计师事务所（特殊普通合伙）",1,"20027","1193"
1,"中信证券股份有限公司",1,"0_1096","1114"
2,"信永中和会计师事务所（特殊普通合伙）",1,"20027","1114"
3,"北京德恒律师事务所",1,"10003","1193"
4,"中京民信（北京）资产评估有限公司",1,"30059","1193"
3,"北京金杜（成都）律师事务所",1,"11430","1114"
3,"北京德恒律师事务所",1,"10003","1086"
4,"开元资产评估有限公司",1,"30031","1114"
4,"北京卓信大华资产评估有限公司",1,"30020","1086"
1,"中信证券股份有限公司",1,"0_1096","1250"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1250"
3,"北京德恒律师事务所",1,"10003","1250"
4,"坤元资产评估有限公司",1,"30032","1250"
1,"海通证券股份有限公司",1,"0_1035","1091"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1091"
1,"中信建投证券股份有限公司",1,"0_1095","1190"
2,"中汇会计师事务所（特殊普通合伙）",1,"20030","1190"
3,"北京国枫律师事务所",1,"10008","1190"
4,"北京中企华资产评估有限责任公司",1,"30015","1190"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1041"
3,"北京德恒律师事务所",1,"10003","1041"
4,"坤元资产评估有限公司",1,"30032","1041"
1,"申港证券股份有限公司",1,"0_1065","864"
2,"北京中证天通会计师事务所（特殊普通合伙）",1,"20005","864"
3,"北京市万商天勤律师事务所",1,"10027","864"
4,"北京国融兴华资产评估有限责任公司",1,"30003","864"
1,"中信证券股份有限公司",1,"0_1096","986"
2,"中汇会计师事务所（特殊普通合伙）",1,"20030","986"
3,"上海市锦天城律师事务所",1,"10004","986"
4,"上海东洲资产评估有限公司",1,"30038","986"
1,"西部证券股份有限公司",1,"0_1075","1068"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1068"
3,"北京市中伦律师事务所",1,"10006","1068"
4,"中水致远资产评估有限公司",1,"30063","1068"
1,"中信建投证券股份有限公司",1,"0_1095","1027"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1027"
3,"上海市锦天城律师事务所",1,"10004","1027"
1,"中信建投证券股份有限公司",1,"0_1095","1024"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1024"
3,"北京市康达律师事务所",1,"10011","1024"
4,"坤元资产评估有限公司",1,"30032","1024"
1,"国金证券股份有限公司",1,"0_1028","926"
2,"中兴财光华会计师事务所（特殊普通合伙）",1,"20037","926"
3,"北京金诚同达律师事务所",1,"10015","926"
4,"北京中同华资产评估有限公司",1,"30019","926"
1,"中信证券股份有限公司",1,"0_1096","869"
2,"普华永道中天会计师事务所（特殊普通合伙）",1,"20018","869"
3,"北京市君合律师事务所",1,"10020","869"
4,"银信资产评估有限公司",1,"30054","869"
1,"中信证券股份有限公司",1,"0_1096","1043"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1043"
3,"北京市中伦律师事务所",1,"10006","1043"
4,"银信资产评估有限公司",1,"30054","1043"
1,"中国国际金融股份有限公司",1,"0_1087","1034"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1034"
3,"北京市中伦律师事务所",1,"10006","1034"
3,"北京植德律师事务所",1,"11437","1180"
4,"江苏中企华中天资产评估有限公司",1,"30030","1180"
1,"海通证券股份有限公司",1,"0_1035","1169"
1,"安信证券股份有限公司",1,"0_1002","959"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","959"
3,"北京市中伦律师事务所",1,"10006","1169"
1,"中信证券股份有限公司",1,"0_1096","858"
3,"上海市广发律师事务所",1,"10026","959"
2,"德勤华永会计师事务所（特殊普通合伙）",1,"20009","858"
3,"上海市方达律师事务所",1,"10105","858"
1,"中信建投证券股份有限公司",1,"0_1095","1164"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1164"
3,"北京市中伦律师事务所",1,"10006","1164"
4,"银信资产评估有限公司",1,"30054","1164"
1,"华泰联合证券有限责任公司",1,"0_1047","1180"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","1180"
4,"坤元资产评估有限公司",1,"30032","1034"
1,"平安证券股份有限公司",1,"0_1061","1062"
1,"中信证券股份有限公司",1,"0_1096","756"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","756"
3,"北京德恒律师事务所",1,"10003","756"
4,"北京华亚正信资产评估有限公司",1,"30070","756"
1,"中信证券股份有限公司",1,"0_1096","960"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","960"
3,"北京国枫律师事务所",1,"10008","960"
4,"北京中同华资产评估有限公司",1,"30019","960"
1,"中国国际金融股份有限公司",1,"0_1087","872"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","872"
3,"北京市金杜律师事务所",1,"10009","872"
4,"中水致远资产评估有限公司",1,"30063","872"
1,"华泰联合证券有限责任公司",1,"0_1047","1014"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1014"
3,"国浩律师（南京）事务所",1,"11428","1014"
4,"中水致远资产评估有限公司",1,"30063","1014"
1,"中国国际金融股份有限公司",1,"0_1087","940"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","940"
3,"北京市中伦律师事务所",1,"10006","940"
4,"坤元资产评估有限公司",1,"30032","940"
1,"中国银河证券股份有限公司",1,"0_1089","902"
2,"中汇会计师事务所（特殊普通合伙）",1,"20030","902"
3,"北京市君合律师事务所",1,"10020","902"
4,"上海立信资产评估有限公司",1,"30039","902"
1,"中国国际金融股份有限公司",1,"0_1087","878"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","878"
3,"广东信达律师事务所",1,"10010","878"
4,"国众联资产评估土地房地产估价有限公司",1,"30026","878"
1,"中信建投证券股份有限公司",1,"0_1095","970"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","970"
3,"北京市金杜律师事务所",1,"10009","970"
4,"坤元资产评估有限公司",1,"30032","970"
1,"国信证券股份有限公司",1,"0_1033","951"
1,"华英证券有限责任公司",2,"0_1049","951"
2,"中汇会计师事务所（特殊普通合伙）",1,"20030","951"
3,"北京市大成律师事务所",1,"10001","951"
4,"上海东洲资产评估有限公司",1,"30038","951"
1,"华泰联合证券有限责任公司",1,"0_1047","924"
2,"大信会计师事务所（特殊普通合伙）",1,"20008","924"
3,"北京市中伦律师事务所",1,"10006","924"
1,"招商证券股份有限公司",1,"0_1084","1029"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","1029"
3,"国浩律师（南京）事务所",1,"11428","1029"
4,"中联资产评估集团有限公司",1,"30060","1029"
3,"北京市嘉源律师事务所",1,"10032","1147"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1074"
3,"北京海润天睿律师事务所",1,"10021","1074"
1,"中信证券股份有限公司",1,"0_1096","794"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","794"
4,"银信资产评估有限公司",1,"30054","1074"
3,"北京德恒律师事务所",1,"10003","898"
3,"北京市金杜律师事务所",1,"10009","794"
4,"北京北方亚事资产评估事务所（特殊普通合伙）",1,"30002","794"
1,"华泰联合证券有限责任公司",1,"0_1047","1130"
3,"北京市中伦律师事务所",1,"10006","1130"
4,"北京中天华资产评估有限责任公司",1,"30018","1130"
1,"华泰联合证券有限责任公司",1,"0_1047","1147"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1147"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","1062"
3,"国浩律师（深圳）事务所",1,"11421","1062"
1,"国泰君安证券股份有限公司",1,"0_1032","898"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","898"
1,"中信建投证券股份有限公司",1,"0_1095","1025"
1,"中航证券有限公司",2,"0_1091","1025"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","1025"
3,"北京市嘉源律师事务所",1,"10032","1025"
4,"四川天健华衡资产评估有限公司",1,"30044","1025"
4,"中资资产评估有限公司",2,"30066","1025"
1,"国泰君安证券股份有限公司",1,"0_1032","725"
2,"江苏公证天业会计师事务所（特殊普通合伙）",1,"20013","725"
3,"北京市天元律师事务所",1,"10014","725"
4,"江苏中企华中天资产评估有限公司",1,"30030","725"
1,"东方证券承销保荐有限公司",1,"0_1016","995"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","995"
3,"浙江天册律师事务所",1,"10017","995"
1,"中信证券股份有限公司",1,"0_1096","861"
2,"安永华明会计师事务所（特殊普通合伙）",1,"20001","861"
3,"湖南启元律师事务所",1,"10018","861"
4,"北京中锋资产评估有限责任公司",1,"30011","861"
1,"中信建投证券股份有限公司",1,"0_1095","803"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","803"
3,"北京市康达律师事务所",1,"10011","803"
4,"中联资产评估集团有限公司",1,"30060","803"
1,"海通证券股份有限公司",1,"0_1035","893"
1,"中航证券有限公司",2,"0_1091","893"
2,"天职国际会计师事务所（特殊普通合伙）",1,"20025","893"
3,"上海市锦天城律师事务所",1,"10004","893"
1,"国泰君安证券股份有限公司",1,"0_1032","752"
2,"立信会计师事务所（特殊普通合伙）",1,"20015","752"
3,"北京海润天睿律师事务所",1,"10021","752"
4,"北京国融兴华资产评估有限责任公司",1,"30003","752"
1,"华安证券股份有限公司",1,"0_1040","949"
2,"容诚会计师事务所（特殊普通合伙）",1,"20012","949"
3,"安徽天禾律师事务所",1,"10019","949"
4,"中水致远资产评估有限公司",1,"30063","949"
1,"申万宏源证券承销保荐有限责任公司",1,"0_1066","1050"
2,"毕马威华振会计师事务所（特殊普通合伙）",1,"20006","1050"
3,"北京市中伦律师事务所",1,"10006","1050"
4,"广东联信资产评估土地房地产估价有限公司",1,"30023","1050"
1,"平安证券股份有限公司",1,"0_1061","777"
2,"天健会计师事务所（特殊普通合伙）",1,"20024","777"
3,"上海市锦天城律师事务所",1,"10004","777"
4,"坤元资产评估有限公司",1,"30032","777"
1,"中国国际金融股份有限公司",1,"0_1087","966"
2,"大华会计师事务所（特殊普通合伙）",1,"20007","966"
3,"北京市中伦律师事务所",1,"10006","966"
1,"中信证券股份有限公司",1,"0_1096","964"
